	comment	label
2030817	살아있으니 어떻게든 될것같다다른 게이들도 힘들고 어렵더라도좌절하지 않기를 바란다이부분보고 부랄쥐어뜯고 하늘을향해 크게울부짖었다	1
2008686	34500베예상	0
2005662	발목이 가늘어야 이쁨	0
2018722	지디존잘이내	0
2016492	한번의한숨이나의 힘듦과함께사라지기를	0
2028476	아휴시발 안타깝노	1
2025241	내가 2년반전에 일본와서 처음으로 고모님께 들은 말이 그거다절대 술취해서 흐트러진 모습보이지말고 말 함부로 하지 말라고내가 술을 너무 좋아 해서리근데 그게 아니고 스나끄에서도 술취해서 한국 같으면 흥내고 즐겁게 노는것도 흉으로 알더라 이 씨발것들은게다가 고모딸인 사촌여동생년은 시내에서 캬바쿠라 마마를 10년가까이하면서 돈도 존나 많은년인데 한번 놀러갔다가한국식으로 놀았다가 얼마나 개욕을 쳐들어먹었던가나는 존나 즐겁게 놀고 분위기도 좋았었는데씨팔나중에는 하는말이 이 씨부랄년이 고모한테 돈받았으니까 괜찮아 이따구로만 대답하고 치워버렸다네그 말듣고 내가 술취하면 흥이 많은 새낀걸 아니까 술안먹어도 즐거운새낀데 혼자 상상을해서 아오암튼 한 1년가까이 근신하다가 31일날 좀 오바했는데 욕안쳐들어먹을까 조마조마하고있다 ㅋㅋ	1
2002526	진짜 갈때까지 갔넼ㅋㅋ	0
2022908	근데 솔직히 너네가 아무리 씹어봤자 니네평생 벌돈 다 벌고도 남았을걸 여기서 불쌍한 니네인생 한풀이 하지말고 스쿼트 한세트라도 더해	0
2003827	무조건 처벌시키라고 ㅇㅂ줬다 안하면 저런딸 생김	0
2026802	지랄 순위 바꿔라 매국노새끼야조선족중국인전라도한국인미국인일본정치인일본인	1
2002932	다 그렇지는 않은데 일부 맞는 말이긴 함저 동네 분위기가 에라 모르겠다 퍼질러 놀자 분위기라서 목적도 그렇고 거기에 다들 휩쓸리는 듯	0
2012961	ㅂㅈ 머가리 찢기셧답니다 무현하시죠	0
2002184	축하한다 이기야 조국을 위해 20명 더 낳으라 이기야	0
2018754	지민 모자이크 ㄱㄱㄱ	0
2003558	야진짜 결성하먼안되냐 중국인들 줘패고 척결하는단체결성해야된다정말	0
2030594	힘내라 게이야지금처럼 유쾌하게살자이기	1
2015824	권지용 저 뻗친 머리 넘 귀여웠어 자다 일어난 아기같이 뽀둥해	0
2019030	진짜 권지용은 늙지를 않네 2021년에도 어제 찍은거 같다는 댓글이 많이 달리겠군 보고싶다지용이ㅠㅠ	0
2025406	일본애들 떡 잘 치고 돌아댕기는건 사실임	1
2001329	저렇게 대놓고 옹호하는 좌파공인은 조져야함 유튜버나 웹툰작가처럼 여론팬심에 먹고사는놈들이 말야 편향된 시각이나 정치신념 애기하고 자빠져잇네 ㅇㅂ 저렇게 대놓고 옹호하는 좌파공인은 조져야함 유튜버나 웹툰작가처럼 여론팬심에 먹고사는놈들이 말야 편향된 시각이나 정치신념 애기하고 자빠져잇네 ㅇㅂ 저렇게 대놓고 옹호하는 좌파공인은 조져야함 유튜버나 웹툰작가처럼 여론팬심에 먹고사는놈들이 말야 편향된 시각이나 정치신념 애기하고 자빠져잇네 ㅇㅂ 저렇게 대놓고 옹호하는 좌파공인은 조져야함 유튜버나 웹툰작가처럼 여론팬심에 먹고사는놈들이 말야 편향된 시각이나 정치신념 애기하고 자빠져잇네 ㅇㅂ 저렇게 대놓고 옹호하는 좌파공인은 조져야함 유튜버나 웹툰작가처럼 여론팬심에 먹고사는놈들이 말야 편향된 시각이나 정치신념 애기하고 자빠져잇네 ㅇㅂ 저렇게 대놓고 옹호하는 좌파공인은 조져야함 유튜버나 웹툰작가처럼 여론팬심에 먹고사는놈들이 말야 편향된 시각이나 정치신념 애기하고 자빠져잇네 ㅇㅂ	0
2027287	짱개년놈들은 패야제맛	1
2029038	게이들아 우리 빨리 크라우드 펀딩 열어서 이게이한테 기부나 하자 ㅜㅜㅜ 누가 열어줘라	1
2022666	그냥 방송 떠나세요이슈 유튜버들한테도 오르락 거리는거만 봐도이제 짜증나는데사건사고가 한두번도 아니고팬들한테 안부끄러우세요자기 자신한테도 부끄러우실꺼같은데	0
2000629	너무해	0
2020224	영상 1도 보기 싫고 댓글보러 오신분들	0
2018836	지민랩 앵앵애 애앵 애앵애애앵	0
2011836	지리네	0
2003466	누가봐도 애국한건데	0
2004940	똑똑한듯	0
2015047	2탄 3탄도 기대할께요엔조이커플 새해복 많이 받으세용	0
2017303	이분 사과영상하고 복귀안하는이유먹고살 돈 다벌었음	0
2002478	이미지고 나발이고 애한테 뭐하는 짓이냐	0
2001337	니들 같은줄아나 시험안쳤다고 최저시급받게 ㅋㅋㅋ내년에 치면 된다	0
2012576	아 진짜가 나타났다	0
2026011	ㅋㅋㅋ 애 낳았는데 기형아면 어떡하냐 ㅋㅋㅋ	1
2010862	4만베 가능하겠노	0
2003049	기본양식을 어따 팔아먹어브렀냐 양식을 맹글어가꼬 올렸네	0
2003055	와꾸는 ㅅㅌㅊ같네	0
2028166	게이야 ㅠㅠ 니글 항상 보면서 일베 했었는데 ㅠㅠ 내가 해줄수 있는건 ㅇㅂ 주는거 밖에 없을것 같다 만베 예상한다 이기	1
2011201	ㅇㅂ 재활후 제발 일할수있음 좋겠다일베에 광고내면 더좋구금수저는 아닌거 같아 더욱 안타깝네 ㅜㅜ	0
2017555	일상의 행동을 보면 인생을 어떻게 살아왔는지 보입니다 어른은 나이가 드신것은 맞지만 모든 나이 든 사람이 어른은 아니죠	0
2011421	41000베 돌파	0
2016164	커플이세요 뭐가 달라져욬ㅋㅋㄲㅋ	0
2010230	부캐동원 2베	0
2020403	오래가	0
2008755	개꿀잼 오	0
2006783	첨에 웃다가 점점 짠해지다가 마지막엔 진심으로 널 응원하게 되네ㅎ	0
2018677	지디 너무 뽀송해지금 나와도 무조건 저노래 1위임 친구집에간다고 하면 미리 짠듯이 집에가지마 베뷉 가지마가지마가지마더애절임ㅠㅠ세상명곡ㅜㅜ우리 맥심커피는 생각하면 진짜 짜증나는데 디지게 잘생겼네 진짜 왜그랬냐고	0
2006851	아 니글 재밌게 봤었는데 ㅋㅋ 유뷰	0
2015494	박봄 응 하는거 개귀엽ㅋㅋ	0
2015402	라라언니 민수오빠 몰카해주세요	0
2001416	않이 노가다를 해 노가다를왜 엄함짓해 니니는 만늘	0
2025063	네 다음 메갈년	1
2026608	ㅇㅇ 너만 병신이네 계속 병신 같은 소리 하는거 보니까	1
2023310	나 였으면 아이스크림 얼굴에 묻힐뜻	0
2005434	고작 2천명 태극기는 베트남에서 최소 만명이상 학살 ㅋ	0
2027611	야 너 진짜 정확하다 시발 짱깨틀무새들한테 점령당한 일베에서 오아시스같은글 ㅇㅂ	1
2021459	됐고 지하철 보관함사건 보여주세요	0
2015269	엔조이 커플은 진짜 귀여운 몰카만 해서 좋음 진짜 오바 싸고 막 으ㅔㄱ	0
2004640	내가 막차다 이기야	0
2014812	10월 5일 11시 36분	0
2013717	시말서 ㅋㅋ 알바인데ㅋㅋ	0
2008989	네임드화는 안되지만 그래도 게시물들 참 재밌게 봤었다 힘내라 장애인	0
2015292	엘사 너무 좋당 ㅎㅎ내 이상형 인듯	0
2026538	같잖은 훈계질 하는새끼들 대가리좀 더 깨야지	1
2009030	슨타큰니무 ㅠㅠ 그동안 글안올린다 했더니 정회원되부렀노	0
2030929	계죄번호나 불러라ㅅㅂ 5만원밖에 없지만 넣어준다여기 ㅇㅂ병신들은 너한테 암것도 도움이 안되니까 이제 들어오지 마라 너 보고 낄낄 웃기만 하는 진성 사이코패스들이니까건게 ㅅㅂ놈들 모금활동 해달라니까 부모님 용돈이나 드리래 ㅅㅂ 부들부들	1
2012735	내가 진짜 막플이야 ㅋㅋ	0
2003817	부산사람인데 1번은 부산만 아니라 어딜가나 다 똑같더라	0
2020030	엊그제는 조온나 당당하더니 ㅋㅋ온도차 개 쩌네 진짜 ㅋㅋ	0
2030586	역대급주작이라고 믿고싶다 개새끼야	1
2014537	759 알바 화 참는거 보임	0
2007561	진짜 먹먹해지네 넌 할수있을거야 힘내라	0
2023413	나름님 너무 힘들어 하지 마세요괜찮아요 사람은 누구나 실수를 할 수 있습니다 자신이 무엇을 잘못했는지 알고 인정했으면 되는 거에요오히려 자신이 한 일을 숨기는 사람들 이 더 나빠요 나름님 용기 내서 사과해 주셔서 감사합니다 나름님 항상 응원할게요저는 나름님을 믿어요	0
2017758	잭스가 김눌엉이당	0
2004974	오늘 가세연 내용 올렸노 ㅋㅋㅋ ㅇㅂ	0
2012692	ㅁㅍ 탑슨	0
2020487	와 내가 중학생땐 시함시간표 시험당일날 학교가서 알았는데 나가서 맨날 뭐 사먹고 갸꿀 정ㅁ말 열심히 사시네요 응원해요	0
2029631	와 씨발 어째이런일이	1
2011603	원하는 여자들이랑 쓰리섬 이상하게해주세여	0
2019305	아 알겠어 안 가면 되잖아 오빠	0
2023356	나는진짜 화가났어	0
2008013	그 할배글은 내가 가입하기 전이라서 못봤고 실시간으로 본건 첨이다이기영광이노	0
2023755	너 말고 쯔양 내놔	0
2023565	난 니가 싫어 졌어 우리 이만 헤어져다른 여자가 생겼어 너보다 훨씬 좋은실망하지는 마 난 원래 이런 놈이니까제발 더 이상 귀찮게 하지마그래 이래야 했어 이래야만 했어 거짓말을 했어내가 내가 결국 너를 울리고 말았어하지만 내가 이래야만 나를 향한너의 마음을 모두 정리할 수 있을 거라고 생각한내 맘을 내 결정을 어쩔 수 없음을이렇게 하지 않으면 니가 날 떠나지 않을 것임을알기에 너무나도 잘 알기에어쩔수 없어 널 속일게 미안해 널 울릴게잘 가 가지마 행복해 떠나지마나를 잊어줘 잊고 살아가줘 나를 잊지마나는 그래 나는 괜찮아 아프잖아내 걱정은 하지 말고 떠나가 제발 가지마	0
2004883	박근혜때 갭전세로 강남 구축 산 사람들이 진정 서민탈출 막차탄 끝판왕임집주인 돈버는건 배아프니까 재건축하지 말라고 그 동안 민주당에 몰표찍어왔던 노란리본충 무주택 개돼지들은 또 민주당찍고결국 경기외곽 월세나 기웃거려야 할 신세 확정임ㅋㅋ	0
2003204	악질순위조선족중국인일본정치인전라도한국인일본인미국인	0
2012460	ㅁㅈㅎ가 600도 안됨	0
2012939	ㅋㅋ대놓고 ㅇㅅ라고 지칭하면서 여성시대 잘모르겠다고하냐 머리는 장식품이냐 이기야	0
2017471	이형 이제 않옴	0
2030951	일게이들아 다들 봤지 징벌이다 이건 정신 똑바로들 차리고 고인 모독 하는 것도 그만둬라 바르게 살자	1
2028541	병신들이 의대생을 다 걱정하네 ㅋㅋ	1
2028184	합의절대하지말고 절대봐주지마 보지민국 보지처참ㄱㄱㄱ	1
2028850	체크카드에 븅아	1
2016786	요즘 젊은이들 얼마나 치열하게 사는지 요즘 것들하는 사람들은 죽었다 깨어나도 모름	0
2009295	닉값을 위해서 신검합일을 이루듯 파충류 섭취 해보는게 어때	0
2001095	있다 모자이크 해서 동영상 편집해서 인증갈꺼야 기달려아까부터 프리미어 설치중이다	0
2018507	죄송하면 다야 그럴꺼면 경찰은 왜있어	0
2017543	일 강도야 일이니까 어찌됬건 상관없는데 밥먹는시간은 좀 보장해줘라	0
2020100	여러분 이거다 거짓말인거 아시죠 ㅡ이명박ㅡ	0
2015859	340 깨알 줄 ㅋㅋ	0
2002874	뇌가 우동 사리냐 ㅋㅋ 인턴없이 병원굴린다고ㅋㅋ	0
2018951	지환님 영상 매일 본덕분에실력은 그대로 골드인데정신만 장지환 으로 된거같아요다2 마인드면 저도 다2갈수있겟죠앞으로도 좋은영상 잘 부탁드립니다	0
2008403	ㅁㅊ 3만베 각이다	0
2001957	더군다나 걔네도 일본을 떠나 자유로워졌다라는 생각이 강해서그런지 더욱더 몸을굴림 특히 주말되면 대학가 같은데 찾아가서 양남들 헌팅하는데 시간을 다보냄 대놓고 지네들 양남 헌팅하러간다고 자랑스레 떠벌리더라 우리반에 진짜 순진해보이고 섹 한번 못해봤을거 같은 일본여자애가 있었는데 어느날 걔가 지하철역에서 ㅈㄴ 너드같이 생긴 양남이랑 프랜치키스하는걸 우리반 한국여자애들이 우연히 보고 소문 쫙났었다 솔직히 나는 문화충격이었음 절대 그렇게 보이지 않는애였거든 그리고 연수와서 그러는애들 백이면백 일본에 남친있었음 그리고 현지서 일본남자들과는 잘안어울림 오히려 한국애들이랑은 어울려도 뭐 이건 어학연수를하러왔다라는 사명감이 강하게작용한것일수도있겠다 일본애들끼리 어울리면 일본말을 많이쓰게되니깐	0
2028301	625 전에 북한간첩들이 대한민국에 내려와서 많이 하던짓이 남한 언론사 사들이는거 선동은 ㄹㅇ 빨갱이들 따라갈 수가 없다 이기야인시대도 사실상 우파 분열 뉴라이트 깡패 프레임 씌우기 드라마임	1
2002703	상식적으로 말이되냐	0
2002443	잃을것도 없는데 뭔 구제야 ㅋ	0
2007600	3만베 가자 3만베 가자 3만베 가자	0
2007375	뭐냐 이기야1이 게 뭐냐 이기야 ㅠㅠ	0
2015365	라라 언니는살쪄도 이뻐요인정하시는분	0
2026665	댓글 단 새끼 이불 찢어졌을듯	1
2000281	지말하는지도 모르네 ㅋㅋ	0
2001772	혹시 너 성이 원씨임	0
2022760	그래서 대구집은 ㅡ가태리 주민ㅡ	0
2022169	복귀각 잡지마	0
2001399	저 여자 주장에서 베트남 예로 든 건 잘못된 듯 베트남은 승전국이고한국은 그저 식민지였고	0
2006636	거의 모든 직업이 그렇겠지만손은 필수 아니겠노 일부 성우라든지 가수는 손이 없어도 직업종사에 크게 불편하진 않겠지만나는 프로그래머라서 손 저리되면 능력 배는 떨어짐 단축키 못 누른다 이기야	0
2003850	글 어수선해서 ㅁㅈㅎ주려다 본인도 알고 있어서 ㅇㅂ사촌누나 이쁘냐 연예인 누구 닮았노	0
2014965	뭐하는거냐구	0
2005642	일베충이라 벌받은건가 ㄷㄷ	0
2018764	지민 보면볼수록 무섭게 생겨씀껌좀씹는 언니 ㄷㄷㄷ	0
2009394	31000번째 ㅇㅂ는 내꺼다	0
2011023	쪼끔만 밀어붙히면 우리가 이깁니다	0
2006141	왼손이 있어 천만다행이다	0
2002969	무자비 전땅크 ㅇㅂ	0
2012202	일베저장소	0
2001656	없었으면 주웠겠지만 안주웠음 ㅠㅠ	0
2030589	ㅋㅋ 힘내라 게이야 ㅋㅋ	1
2000121	잘해똥	0
2012166	재수 대박나게 해주세요	0
2030977	와씨발 개쩐다 부럽다	1
2003311	겁나자나 성인이면 되려 쳐맞을까봐 만만한 중삐리 발로 찬거지 ㅋ	0
2013672	744 ㅋㅋ아낰ㅋㅋ이건 두고두고 우울할 때 마다 와서 봐야햏ㅎㅎ 진짜 라라언니 베개 팡팡까지ㅋㅋㅋ 넘 웃겨옄ㅋㅋ 사랑해요	0
2008577	와 일베수보소 ㄷㄷ	0
2019317	아 요세 데티랑 콜라보 개재밌네 ㄹㅇㅋㅋ	0
2025133	아 시발 그 쇼와임	1
2022349	사과영상인데 왜이렇게 웃기지ㅋㅋ	0
2006245	정말치료 잘받고 잘됐으면 좋겠다 머라고 해야될지도모르겠다	0
2002755	내 주변에 방씨가 그런 애임 ㅋㅋ 은근 저런 사람 좀 있는듯	0
2003695	결국 우리가족 아니잖아	0
2005431	ㅇㅂ준다 부캐동원 3ㅇㅂ준다	0
2012729	37 35	0
2030213	슨타크게이야 ㅠㅠ 어엌 ㅠㅠ	1
2023582	난 분명 서인영 제시 싸움을 검색했는데	0
2006635	우리슨타크 ㅜㅜ 힘내노	0
2014953	뭐야 이노래가 지디앤탑이었어	0
2000562	그래도 아주머니들인데 이해해주자	0
2030621	ㅋㅋ 존나 씹선비질 했는데 다시보니까 너무 웃기다 게이야 ㅋㅋ 긍정적이라 너무다행 ㅋ	1
2008479	그래도 살아서 맛있는거 먹을수 있으니 좋지 ㅎㅎ	0
2014041	30분안에 밥먹는거 보는 내가 다 체하는데 흑흑각박한 세상ㅠㅠ	0
2028594	게이 힘내라고 ㅇㅂ	1
2013062	ㅠㅠ	0
2015338	엘사선배 보러 왔습니다	0
2013995	241 잘생겼다	0
2029042	헐 게이야	1
2021551	딕션이	0
2005863	환자는 별로 영향 없다	0
2026716	아니 일베 오래한새끼가 몸또에 걸려 ㅋㅋ	1
2022713	그때부터였어요밖에서 자기 시작한게	0
2025649	2니가 만나 스시녀 가지고 일반화 시키지마라 니가 조루에 69니까 스시녀가 바람을 폈겠지	1
2016953	유투버 물갈이 타임마	0
2006760	ㅠㅠ ㅇㅂ	0
2006199	오른손 자르고 아이언맨 손 만들어서 달아라	0
2009310	계속오르네 진짜 4만베가는거아니야	0
2030508	와이 일게이였냐사진 보니까 추억 돋는다손재주 진짜 ㅅㅌㅊ에 결말은 병맛이라 재밌었는데어느 순간 안보이더니 사고가 있었군긍정적 모습이 컨셉이든 뭐든 좋은 모습 배워간다 즐겁게 살아라	1
2019070	진짜 모든게 너무 다 웃겨용ㅋㅋ	0
2006955	슨타크 ㅇㅂ이와중에 유쾌하노멋있다	0
2017251	이렇게 될 줄 누가 알았냐고 저 때 진짜 행복했는데 ㅠㅠ	0
2021172	다른 영상들 싹 내린 이유 똑똑한 사람들이 자기 잘못 또 찾아낼까봐	0
2018539	준살인급임 진짜 지금도 지가 뭘 잘못했냐고 잘못한 거 없다고 세상세상 불평불만 주변에 화풀이하고 있을 듯	0
2020474	와 금지 인스타가면 미쳤네 다들 응원한다는 댓글밖에없음	0
2026568	앙망문 양식주고 써오라해라ㅋㅋ 그거 보고 움찔 하면 메갈혐의까지 씌워지는데 ㄹㅇ개꿀잼각오늘 한남이 나 고소함찌질하게 긁지두않았는데 고소먹었엉이딴글 올라오면 백타 만베간다 머중이가 보장한다	1
2022911	근데 솔직히 설현 뜰때부터 쎄해서 개싫어했는데 초반에 지혼자 떠서 얼마나 나댈까싶었고 언프리에서 지민보고 아 둘이 쌍으로 놀겠구나 싶었는데 역시나 였네ㅋ 이래서 육감 직감은 무시 못한다니깐	0
2013250	믿었던사람들이 다 무너지네 진짜	0
2003742	이러면서 오사카 관광객 폭행은 욕하고 있음 ㅋㅋㅋ 이중성 ㅆㅅㅌㅊ 역시 일고의 반론할 여지도 없는 쓰레기 집단임	0
2030916	슨타크게이야 ㅠㅠ니가올린 게시물 존나 재밌게봤는데 ㅠㅠ시바꺼 우짜노ㅠㅠ달리 해줄말이없다 ㅠㅠ힘내라 ㅠㅠ	1
2024339	어떡해와 어떻게를 구분 못하는 병신한테 키보드를 쥐어주니까 이런 일이 일어나지	1
2029497	슨타크게이 멘탈까지 강철로 바꿔부럿노긍정적인 멘탈보고 광광우럭따 ㅠㅠ 힘내라고 일베라도 누르고간다	1
2007920	200베 이상이였나한 게시물에서 일정이상 일베먹으면 1일베01포인트로 깎인다는거민주화도 마찬가지고	0
2025334	촛불세대에 투표는 재앙이한테했지	1
2007939	슨타크 넌 일베다	0
2018611	지가 먹어보고 맛이 없었다고 치자 그럼 전 이런 맛없는건 광고 못하겠습니다하고 돈 돌려주는게 맞는거 아냐6천만원 받고 쌩까는게 맞는거야	0
2016364	평소 자주봤던 유튜버들이 이렇게 떠나가니까 아쉽긴 하다 ㅜㅜㅠㅜ힝	0
2004879	인기글탑슨	0
2001760	근데 너 직업 수저 스펙 궁금하다	0
2001509	링크만 써재끼지말고 근거를 가져와 ㅋㅋ니가 제시한 링크에 진주만에서 민간인 학살했다는 근거가 없잖아 ㅋㅋ난 학살이 없었다고 주장한 적 없는데 ㅋㅋ니가 학살이 있었다고 주장하니까 니가 근거를 가져와야지 ㅋㅋ주장한 사람에게 입증책임이 있는거 모르노 ㅋㅋ	0
2009303	너 같은 새낀 어떻게든 살아남음	0
2028325	저 모델이 맞는밀인데흑노예 존나 끌어다쓴 영국 유니언잭은 왜 금지안하노ㅋㅋ	1
2015339	엘사선배 야무지고 듬직하고 사람 진짜 괜찮아보임	0
2020684	세상태어나서 영화관에서 가래침 뱉는거 처음본다무개념 노인네시말서 개웃기내ㅋㅋ 선배가 찔렀대ㅋㅋ	0
2007654	2만5천베 가능한겠다	0
2020346	오 유명한 유튜버들 다 떠내려가네 틈새시장이다 유튜브ㅡ 시작해야쥐	0
2012645	무	0
2012090	48시간인줄알앗는데 진짜 5일이네	0
2030229	게이야 힘내라 이기	1
2012978	어맛 남녀 차별이긬ㅋㅋ레알 머가리 ㅆㅎㅌㅊ 논리 ㅆㅆㅆㅎㅌㅊ	0
2003853	씨씨티비 확인 됐다잖냐	0
2013973	23점 고등학생 개시크 개웃ㅋㅋ	0
2026766	존나 재밌겠다 나도 해봐야 겠네	1
2029014	왜 0렙같은 쓸모없는 새끼들은 안데려가고 ㅠㅠ	1
2003935	둘다 주말 주간 야간이였음	0
2004032	어디로 보내면돼	0
2009119	500베	0
2009226	3만베ㅋㅋ슨타크형님 ㅎㅁ랑 사귈수 있게 해주세요비나이다	0
2010807	그래도 갓민호가 먹던거니 영광인줄 알아야지 옥동자가 먹던것도 아니고 배수지는 갓수지다난 먹고 버린거라도 먹는다 이기야배수지가 좋은이유건강하고 예쁘니까	0
2018993	진심 서브웨이 오면 계속 주문받으면서 떠들거같은데 ㅋㅋㅋ	0
2017548	일똑바로안하노	0
2020508	와 샌즈전국 잼민 협회	0
2017122	이거 양팡 6개월 전에 분명 돌아온다 유튜브 수익은 6개월 전까지는 괜찮다고 들었음	0
2025024	스시녀보다 백만배 나은 백마누님들이 있는데 뭔 드물어	1
2026295	어린 애가 춤추는 걸 아프리카 방송으로 방송하기 시작햇고병신 새끼들이 저기가서 애한테 해서는 안될말을 마구잡이로 하고일베 응디뒤에 숨어서 지랄개판으로 만들엇다그리고 해킹해서 야동틀어서 영정먹고 저 꼬마 울고 방종 하게 만들고	1
2009733	중고나라	0
2015407	라라언니 짱예뻐딤 이런것도 공유해주시면 어떨까용 뷰티관련	0
2029659	나도 가족중에 화상환자가 없었으면 이러지 않았다 너무 감정이입이 된건 미안타 시발롬아	1
2016672	왜 아무 잘못 없는 사람피해자가 탈퇴를 해 가해자가 탈퇴해야지	0
2009810	닥전	0
2000687	인정할게 그저 제목만 보고 지겹도록 자주 봐왔던 여자들이 차별한다 여자들이 잘 대해주지 않는다 같은 내용의 찡찡거리는 패턴인 줄 알고 짜증이 나서 무턱대고 못나고 능력없는 사람들은 좋은 대접받지 못하는 것이 대게 일반적이다 라는 뉘앙스로 댓글을 작성한 거야 그냥 푸념한 건데 혼자 멋대로 단정지어서 미안	0
2021303	대익이형 화이팅	0
2020509	와 생각이없네ㅋㅋㅋ 밖에서뱉는건 진짜 그렇다쳐 근데 건물에서뱉는건 동물새끼들도아니고ㅋㅋ 생각이있으면저런짓은안하지ㅋㅋ	0
2018926	지민한테 배웠으면 벌써 마스터했지 ㅋㅋ	0
2023275	끼리끼리 ㄹㅇ 과학이다 거의야스오급	0
2029141	재밋냐 거러지 버러지 허러지새끼야	1
2009720	고려대 사이버 국방학과 연세대 의예과 전교1등하게 해주세요	0
2013060	내가 내가 내게 빠져 빠져	0
2002256	경성대는 많이 올라감	0
2001463	너가 만났던 일본여자애는 어디서 만났었냐	0
2018772	지민 설현 김신영 끼리끼리 ㅋㅋ예전에 김또깡 사건부터 지민이랑 설현은 맘에 안들었음 ㅡㅡ	0
2009855	일베좀 팍팍주자 이기	0
2005277	헐 인생 무상	0
2024221	노무 꿀잼이어서 손이 와들와들 사시나무 떨듯이떨린다 이기야	1
2017164	이걸 복귀한다고 그냥 숨어 살아	0
2001422	글타고 중국년을 빨순없는거 아니겠노	0
2006580	진심으로 힘내라 나딴드립은 괜찬은데 이런걸로 드립치는애들은 노이해다	0
2019224	채널 삭제 가자	0
2004906	당해서 그럼ㅋㅋ	0
2028203	와 시발	1
2020371	오늘 휴일이라 심심했는데 재밌는게 올라와서 너무 신나요 ㅎㅎ 감사합니당	0
2030601	화이팅 힘내라 게이야 담에도 또 글써랑	1
2022207	복귀하지마 복귀해밧자 싫어요30만개 금방찍어 우리한테 욕먹기싫으면 계정삭제하고 복귀도할생각하지마	0
2017747	재밋네여 ㅎㅎㅎ	0
2024422	그냥 경험하면 재밌을것같아서ㅋㅋㅋ파트타임은 없노ㅋㅋㅋ자영업 게이인데 시간이 남는다 23살임	1
2017014	음식물 쓰레기통 대신음식물을 분해해서 흔적도 남지않게 만드는 음식물 처리기를 할수있는데 어때 끌리지않아	0
2011892	힘내 너때매 일베 가입햇어	0
2002029	그러면서 하는짓이 딜 1도안박히는 인신공격이죠 ㅋㅋ	0
2012717	1ㅁㅍ234567891011121314151617181920ㅁㅍ	0
2015768	439 아 민뚜형 ㅋㅋㅋ 포즈가 너무 리얼하자나욬ㅋㅋㅋ	0
2026059	왜 봐주면은 안되냐면은바늘 도둑이 소도둑 된다구남의 물건에 한번 손대서 맛본넘은 절대로 그걸 본인만 알구 가는게 아니라 주변에 반드시 자랑도 하며또 절도가 얼마나 큰범죄인지를 깨닫지 못한다요즘 맘충년들이 데리구 댕기는 애새끼들만 봐도 그냥 공공의식 은 그렇다처두 남의 물건 남의 장난감 만저도 지 애미가 신경도 안쓰구 또 그게 당연한줄 아니 나중에 커가면서 남의 물건 탐내다가 걸려도 그냥 재수없어서 잡힌줄 안다실제로 나 어릴때부터 남의 물건 손대던 친구나 또래들 보면 커가면서부터 남의 지갑이든 뭐든 줏으면 당연히 지꺼라구 생각하구 그걸 찾어줘야 한다는 나를 ㅂㅅ으로 보더라 그리구 진짜로 남의 물건 줏어서 찾어주는걸 상식적으로 이해들을 못한다마음 약해지지 말구 반드시 법의 심판대에 세워라절도는 형사사건 이다 때 생계형 절도범죄를 봐주니 마니 죄는 미워하되 사람은 미워하지 말라라는 사회인식속에 자라난 세대들은 특히나 더한다	1
2000718	저거 성범죄로 잡혀가야됨 안에 있는 남성들 성 수치심을 줬으니 성범죄아님	0
2014495	ㅋㅋㄲㅋㅋㄱㅋㄱㅋㄱㅋㅋㄱㅋㅋ진짝ㅋㅋㅋ이렇게 웃긴거 처음이에욕ㅋㅋ	0
2001863	초산이면 어렵다고 하더라 시험관 해야되지 않나	0
2025391	남자새끼가 개 호구처럼 생기긴 했지만 ㅋㅋㅋ	1
2003424	캬 헤븐조선 ㅇㅈ합니다 저런분들이 애국인이지	0
2017108	이거 놔나 준호집 가야해 붙잡지 말란 말이야 어흑	0
2010859	여러분 조금만 더 밀어붙이면 우리의 숭리입니다	0
2011317	경 로또 당첨 축	0
2004628	내년에 여자친구생긴다	0
2027821	나 대학때 여친이 용인 시내에서 자취하는 친구랑 방학기간에 출퇴근으로 에버 알바했는데그때 얘랑 똑같이 말함 남자 알바들이 존나 들이 댄다고 ㅋ다행히 나랑 사귄지 얼마안돼서 나한테 한창 꽂혔을때라 바람은 안났는데거기서 알바끼리 거의 사귄다고 미친거같다고 하더라 ㅋ	1
2003143	그 대기업쪽에 일자리가많이생겨야 문돌이들도 취업좀하지않겠노	0
2026296	전범이란 좆병신같은 단어는 연합국이 만들어낸단어 지면 진사람 죽이겠다하면되지 명분을 전범이라고 들이미는것	1
2024325	보지는 벌벌 안떨리나	1
2029398	ㅋㅋ벌레한테 한거 그대로 당하노 ㅜㅜ 힘내라 게이야	1
2007044	와 13000베 ㅋㅋ	0
2002786	ㅇㅇ 일단 범죄	0
2020089	여러분 금지 인스타 보세여 가관임 ㅋ	0
2017241	이런거 본사가 보고 개선 안하냐	0
2011873	슨타크성님 ㅜㅜ	0
2029043	힘내라게이야 ㅠㅠ	1
2019336	아 지민역사문제 풀때부터 알아봤다 안중근 의사도 못알아보는게 말이되냐그리고 안중근의사를 긴또깡이라고	0
2005637	애는 무슨죄냐	0
2012900	쟤네들은 논리란게 아예없냐 뭔 말 할때마다 말꼬투리잡을생각만하고	0
2021580	라스에서 박차고 나간거 이거임 끝난거냐고 물어보고 나간건데 라스에선 마치 빡쳐서 뛰쳐나간거처럼말한거	0
